,0
2018-01-31,664.2664267846751
2018-02-28,501.6943102798095
2018-03-31,670.8840500136125
2018-04-30,673.5447828893639
2018-05-31,681.0128379113942
2018-06-30,709.4310719722982
2018-07-31,741.6113200476785
2018-08-31,643.9088599914622
2018-09-30,1219.2033272666524
2018-10-31,731.8297249746388
2018-11-30,1234.891787866827
2018-12-31,1382.091709065131
